long;lat;year;c4_biomass;c3_biomass;dead_grass_biomass;savanna_tree_cover;forest_tree_cover;tree_leaf_biomass;tree_stem_biomass;trees_per_ha
31.75;-23.75;1986;1.99014;1.1759;0.653071;0.120603;0.0955352;1.14285;5.73344;3197
32.25;-25.25;1986;1.4845;1.14163;0.58857;0.0425397;0.445968;2.96755;23.064;2998
31.75;-21.75;1986;2.8542;1.95044;0.527762;0.038967;0.961033;3.33755;43.4903;3862
32.25;-22.25;1986;2.88763;1.39486;0.740089;0.116298;0.413163;2.42585;15.829;3538
31.75;-22.75;1986;1.8861;0.996991;0.570044;0.227567;0.0441182;1.39016;5.82193;5370
31.25;-25.25;1987;2.91857;2.27725;0.607898;0.352536;0.468016;2.66096;23.4871;4375
32.25;-24.25;1987;1.84287;1.16736;0.473842;0.0552408;0.673506;1.75876;21.2546;4634
31.25;-24.25;1987;2.48714;1.43212;0.669561;0.0306455;0.782243;2.2799;33.9293;1590
31.25;-22.75;1987;3.79774;1.98048;1.135;0.23348;0.0364452;1.63741;5.03178;5345
31.75;-25.25;1987;2.86323;1.61797;0.81169;0.029213;0.608652;2.66208;32.8423;2255
31.25;-23.75;1987;3.2366;1.54684;0.895425;0.0985881;0.189367;1.28791;7.35601;3254
30.75;-25.25;1987;4.64771;3.41693;0.529676;0.157082;0.00403066;1.00235;4.79323;3929
30.75;-23.75;1987;4.9894;2.52294;1.34949;0.10838;0.229812;1.58732;12.7718;3047
30.75;-24.75;1987;4.29543;3.26779;1.01027;0.167204;0.00321836;0.70526;3.18496;2790
31.25;-24.75;1987;2.72986;1.77234;0.697401;0.323596;0.324412;2.26093;16.5101;3637
32.25;-23.25;1987;3.76304;1.93923;0.986079;0.267783;0.311556;1.51211;13.4507;3949
