ID;Date;Time;Latitude;Longitude;HasLeaves;DeadwoodMass;LivingWoodMass;WoodMass
9412f42c-92c0-4946-a38d-f8fac5c698d6;2018:01:01;03:00:00;31,69739;-24,07981;FALSE; 0,00000000;0,000000; 0,000000
733c37a6-33af-4b88-9f15-b976ea984c78;2018:01:01;03:00:00;31,69857;-24,10884;FALSE; 0,05372250;1,790750; 1,844473
0096a9e5-8d0f-470b-9860-be1178d116d7;2018:01:01;03:00:00;31,67544;-24,17093;FALSE; 0,00000000;0,000000; 0,000000
b0a3363e-7b83-48a5-b47e-1e09834c1f8e;2018:01:01;03:00:00;31,77367;-24,03473;FALSE; 0,04758511;1,586170; 1,633756
53d3ae2b-2a62-44c4-a817-2ba1e9d7141a;2018:01:01;03:00:00;31,77476;-24,02058;FALSE; 0,00000000;0,000000; 0,000000
2a7ae0c6-983c-44f7-b193-bcaa1086cb02;2018:01:01;03:00:00;31,80597;-24,04522;FALSE; 0,00000000;0,000000; 0,000000
5eb0dd0f-a9f1-416e-b9bd-f6003ea8593a;2018:01:01;03:00:00;31,76424;-24,06294;FALSE; 0,04310864;1,436955; 1,480063
b2f74878-4aa2-4370-bf28-1b07704fad17;2018:01:01;03:00:00;31,67929;-24,06583;FALSE; 0,04945613;1,648538; 1,697994
7c5b5021-da99-4e97-9077-81b89156ef10;2018:01:01;03:00:00;31,64464;-24,23873;FALSE; 0,00000000;0,000000; 0,000000
7895992b-50f0-4af3-8704-6d4a47ab095a;2018:01:01;03:00:00;31,72455;-24,05165;FALSE; 0,04789344;1,596448; 1,644341
b1371f9f-5068-457d-8d4d-3a0660a17b35;2018:01:01;03:00:00;31,68889;-24,05328;FALSE; 0,05089416;1,696472; 1,747366
52d9f5f0-b70c-4c87-baab-8af22c822c28;2018:01:01;03:00:00;31,70594;-24,12763;FALSE; 0,00000000;0,000000; 0,000000
f2d5db78-3b9a-4a6d-acd0-2dd802a1192b;2018:01:01;03:00:00;31,73590;-24,08964;FALSE; 0,04575405;1,525135; 1,570889
a7614af6-a5ff-464c-a699-b7e4e5bce327;2018:01:01;03:00:00;31,70012;-24,02067;FALSE; 0,04929542;1,643181; 1,692476
12bfc9b0-6b90-458c-8fe2-7f0aaf6ff9d0;2018:01:01;03:00:00;31,83337;-24,04849;FALSE; 0,05322506;1,774169; 1,827394
7e9c0105-bb49-48ae-8356-9f9323a302e7;2018:01:01;03:00:00;31,68640;-24,14963;FALSE; 0,05324222;1,774741; 1,827983
95f94b2f-28c2-42d6-bae5-20875a9fdc4f;2018:01:01;03:00:00;31,77912;-24,07782;FALSE; 0,04755318;1,585106; 1,632659
6ce358ef-cd8d-4595-9e8c-7a4250ddb3ab;2018:01:01;03:00:00;31,66972;-24,14301;FALSE; 0,04181055;1,393685; 1,435496
b7a04adb-d6f2-4a01-b180-32c4ebdd6cd8;2018:01:01;03:00:00;31,70222;-24,06807;FALSE; 0,00000000;0,000000; 0,000000
d9ee421a-95bc-45ad-8ebe-d5ef6ed78dac;2018:01:01;03:00:00;31,77553;-24,05383;FALSE; 0,00000000;0,000000; 0,000000
1412ecf3-0b58-41d5-92ab-b463fd2dd49b;2018:01:01;03:00:00;31,70416;-24,12058;FALSE; 0,00000000;0,000000; 0,000000
37f59917-02bc-40b0-9300-b49ac0b4e0b9;2018:01:01;03:00:00;31,73973;-24,08090;FALSE; 0,05076032;1,692011; 1,742771
3b4658c9-683d-43f1-8625-89c774d65105;2018:01:01;03:00:00;31,76481;-24,04613;FALSE; 0,05406867;1,802289; 1,856358
47619dae-af2a-4b33-b4d1-213f88aa5fb0;2018:01:01;03:00:00;31,66298;-24,28965;FALSE; 0,04783720;1,594573; 1,642411
